tickerA,tickerB,sector,entryDate,peakDate,exitDate,peakZ,exitZ,spreadMove,dollarPnl,cost,netPnl,holdDays
XOM,CVX,ENERGY,2025-08-27,2025-08-29,2025-09-05,1.986,0.0879,0.02998192,29.98,8,21.98,6
ABBV,GILD,PHARMA,2025-07-10,2025-07-11,2025-07-15,1.678,-0.4605,0.02998322,29.98,8,21.98,3
NEM,BHP,MINING,2025-07-15,2025-07-15,2025-07-21,-2.0939,0.0759,0.02995665,29.96,8,21.96,4
FRO,TRMD,SHIPPING,2026-04-02,2026-04-02,2026-04-08,2.1253,0.4533,0.02995034,29.95,8,21.95,3
BMY,VRTX,PHARMA,2025-12-04,2025-12-04,2026-01-02,2.3012,0.2151,0.02994782,29.95,8,21.95,19
FCX,AA,MINING,2025-09-24,2025-09-24,2025-10-08,-3.7308,-0.3384,0.02994436,29.94,8,21.94,10
CVX,DVN,ENERGY,2025-10-10,2025-10-10,2025-10-17,-2.2108,-0.1031,0.02993077,29.93,8,21.93,5
PFE,MRK,PHARMA,2025-06-09,2025-06-12,2025-06-18,2.4308,0.2878,0.02993125,29.93,8,21.93,7
FTNT,CRM,TECH,2025-06-27,2025-06-27,2025-07-03,-1.7824,0.2825,0.0299033,29.9,8,21.9,4
LMT,LHX,DEFENSE,2025-09-04,2025-09-05,2025-09-16,2.7608,0.1206,0.02989494,29.89,8,21.89,8
VALE,SCCO,MINING,2025-08-01,2025-08-01,2025-08-07,1.6088,0.0022,0.02988887,29.89,8,21.89,4
CRM,NOW,TECH,2026-02-12,2026-02-17,2026-02-24,-2.599,-0.3846,0.02988125,29.88,8,21.88,7
PANW,NOW,TECH,2025-11-20,2025-11-20,2025-12-04,-3.4178,-0.321,0.02986993,29.87,8,21.87,9
ZS,CRM,TECH,2025-09-11,2025-09-11,2025-10-07,2.5212,0.2188,0.02986176,29.86,8,21.86,18
SCHW,USB,US_BANKS,2025-11-07,2025-11-12,2025-11-14,3.1401,-0.3218,0.02985154,29.85,8,21.85,5
INTC,QCOM,SEMIS,2025-09-12,2025-09-12,2025-09-16,-1.8952,-0.4737,0.02982558,29.83,8,21.83,2
LMT,TDG,DEFENSE,2026-03-12,2026-03-12,2026-03-17,1.9318,-0.0406,0.02981398,29.81,8,21.81,3
LLY,AMGN,PHARMA,2025-07-17,2025-07-17,2025-07-24,-1.8533,-0.1727,0.02980823,29.81,8,21.81,5
RTX,LDOS,DEFENSE,2025-06-13,2025-06-13,2025-06-24,2.2667,0.1413,0.02979258,29.79,8,21.79,6
XOM,DVN,ENERGY,2025-09-26,2025-09-26,2025-09-30,1.7763,-0.1891,0.02977505,29.78,8,21.78,2
GOLD,CLF,MINING,2026-03-09,2026-03-09,2026-03-17,-1.9874,-0.4622,0.02976747,29.77,8,21.77,6
SAIC,BWXT,DEFENSE,2026-04-02,2026-04-02,2026-04-08,1.8025,0.2586,0.02973769,29.74,8,21.74,3
DDOG,MDB,TECH,2025-08-15,2025-08-15,2025-08-22,-1.6289,-0.4481,0.02973887,29.74,8,21.74,5
MS,WFC,US_BANKS,2026-02-26,2026-02-26,2026-03-04,2.1918,0.4978,0.02974029,29.74,8,21.74,4
BHP,TECK,MINING,2025-10-13,2025-10-13,2025-10-15,-1.5214,0.1792,0.0297436,29.74,8,21.74,2
VALE,AA,MINING,2025-10-06,2025-10-06,2025-10-15,2.3205,0.2826,0.02973957,29.74,8,21.74,7
NAT,TRMD,SHIPPING,2025-12-12,2025-12-12,2025-12-22,-1.7154,-0.2203,0.02972654,29.73,8,21.73,6
PANW,DDOG,TECH,2026-01-07,2026-01-08,2026-01-21,2.8329,-0.3339,0.0297165,29.72,8,21.72,9
COP,PSX,ENERGY,2025-07-10,2025-07-10,2025-07-16,-2.0529,-0.2609,0.02968631,29.69,8,21.69,4
GD,TDG,DEFENSE,2025-11-10,2025-11-11,2025-11-13,1.8868,-0.2226,0.0296737,29.67,8,21.67,3
QCOM,MU,SEMIS,2025-09-09,2025-09-11,2025-09-24,-2.6804,-0.2077,0.02965906,29.66,8,21.66,11
SWKS,ADI,SEMIS,2025-08-25,2025-08-26,2025-09-04,-2.1693,-0.4477,0.02963591,29.64,8,21.64,7
PSX,DVN,ENERGY,2025-08-11,2025-08-11,2025-08-15,-1.8758,-0.2562,0.02962873,29.63,8,21.63,4
NEE,SO,INFRA,2025-08-15,2025-08-19,2025-08-27,2.3599,0.4185,0.02961555,29.62,8,21.62,8
LDOS,HWM,DEFENSE,2026-02-11,2026-02-11,2026-03-02,-3.7375,-0.0534,0.02960718,29.61,8,21.61,12
NOC,BWXT,DEFENSE,2025-06-24,2025-06-24,2025-06-30,-2.0386,0.0886,0.02959812,29.6,8,21.6,4
NVDA,TSM,SEMIS,2025-06-10,2025-06-11,2025-06-20,-2.4997,-0.1618,0.02959872,29.6,8,21.6,7
NVDA,AVGO,SEMIS,2026-03-06,2026-03-06,2026-03-13,-2.2435,-0.4787,0.02958119,29.58,8,21.58,5
AVGO,MRVL,SEMIS,2026-01-22,2026-01-22,2026-01-29,-1.6808,-0.2706,0.02957663,29.58,8,21.58,5
PANW,SNOW,TECH,2025-10-09,2025-10-09,2025-10-14,1.5658,-0.2877,0.02958385,29.58,8,21.58,3
NET,WDAY,TECH,2026-02-12,2026-02-12,2026-03-03,2.1615,0.1349,0.02958211,29.58,8,21.58,12
BAC,MS,US_BANKS,2025-12-05,2025-12-09,2025-12-29,-2.6988,0.2698,0.02958044,29.58,8,21.58,15
SLB,VLO,ENERGY,2025-10-10,2025-10-10,2025-10-17,-1.7242,0.0392,0.02956949,29.57,8,21.57,5
EOG,OXY,ENERGY,2025-12-16,2025-12-16,2025-12-30,-2.4684,-0.3977,0.02957256,29.57,8,21.57,9
PANW,NET,TECH,2025-07-29,2025-07-31,2025-08-13,-3.2467,-0.4546,0.02956995,29.57,8,21.57,11
APTV,BWA,AUTOS,2025-05-12,2025-05-13,2025-05-23,2.5372,0.4067,0.02956045,29.56,8,21.56,9
AA,CLF,MINING,2025-09-12,2025-09-15,2025-09-19,1.6174,0.0809,0.02955318,29.55,8,21.55,5
EOG,MPC,ENERGY,2025-09-05,2025-09-09,2025-09-16,-1.8842,-0.1195,0.02952862,29.53,8,21.53,7
GS,USB,US_BANKS,2025-07-15,2025-07-17,2025-07-22,1.9914,0.2195,0.02952938,29.53,8,21.53,5
SNOW,WDAY,TECH,2025-10-08,2025-10-08,2025-10-20,1.7397,0.4665,0.0295192,29.52,8,21.52,8
MDB,NOW,TECH,2025-05-12,2025-05-12,2025-05-23,2.3132,0.4607,0.02952208,29.52,8,21.52,9
PFE,VRTX,PHARMA,2026-02-09,2026-02-10,2026-02-19,2.4723,0.2609,0.02948787,29.49,8,21.49,7
HAL,MPC,ENERGY,2025-10-01,2025-10-01,2025-10-03,1.9659,0.4723,0.02948324,29.48,8,21.48,2
SCHW,USB,US_BANKS,2026-02-11,2026-02-11,2026-02-26,-3.3257,-0.1493,0.02947826,29.48,8,21.48,10
NVDA,KLAC,SEMIS,2025-08-29,2025-09-02,2025-09-10,-2.5926,0.0985,0.02945952,29.46,8,21.46,7
GOLD,AA,MINING,2025-08-13,2025-08-13,2025-08-27,2.2954,0.0257,0.02945262,29.45,8,21.45,10
LHX,BWXT,DEFENSE,2025-06-13,2025-06-13,2025-06-17,2.3583,0.1385,0.02943654,29.44,8,21.44,2
LHX,TDG,DEFENSE,2026-03-27,2026-03-30,2026-04-01,-1.956,0.0188,0.02942252,29.42,8,21.42,3
TSM,ADI,SEMIS,2026-03-26,2026-03-26,2026-04-01,-2.6959,-0.4324,0.02942247,29.42,8,21.42,4
FTNT,NOW,TECH,2025-06-18,2025-06-23,2025-06-26,2.8427,0.4478,0.02942283,29.42,8,21.42,5
WFC,PNC,US_BANKS,2025-07-15,2025-07-17,2025-07-22,-2.187,0.1006,0.02941029,29.41,8,21.41,5
WFC,TFC,US_BANKS,2025-10-14,2025-10-15,2025-10-30,3.05,0.4685,0.02940538,29.41,8,21.41,12
MRK,NVO,PHARMA,2025-06-23,2025-06-23,2025-07-21,2.8957,0.2756,0.0294075,29.41,8,21.41,19
OXY,MPC,ENERGY,2025-07-15,2025-07-15,2025-07-23,-1.7476,-0.3238,0.02940388,29.4,8,21.4,6
BAC,WFC,US_BANKS,2026-02-04,2026-02-06,2026-02-12,2.7351,0.1999,0.02940344,29.4,8,21.4,6
RTX,LHX,DEFENSE,2025-11-19,2025-11-21,2025-11-28,-2.6451,-0.019,0.02939035,29.39,8,21.39,6
RTX,ESLT,DEFENSE,2026-02-25,2026-02-25,2026-02-27,-2.4397,-0.4893,0.02934518,29.35,8,21.35,2
EOG,DVN,ENERGY,2025-05-13,2025-05-13,2025-05-20,2.1909,0.0431,0.02934892,29.35,8,21.35,5
SCCO,TECK,MINING,2025-10-27,2025-10-29,2025-11-12,2.458,-0.1079,0.02933714,29.34,8,21.34,12
NOC,HWM,DEFENSE,2025-12-15,2025-12-15,2025-12-18,1.796,-0.2299,0.02933459,29.33,8,21.33,3
NVDA,AVGO,SEMIS,2025-05-13,2025-05-14,2025-05-30,3.0867,0.1704,0.02933217,29.33,8,21.33,12
SLB,MPC,ENERGY,2025-08-22,2025-08-22,2025-09-02,2.252,-0.0948,0.02932366,29.32,8,21.32,6
INTC,LRCX,SEMIS,2025-06-12,2025-06-12,2025-06-24,-2.0733,-0.4001,0.02932463,29.32,8,21.32,7
PWR,DUK,INFRA,2025-11-05,2025-11-05,2025-11-18,1.5339,0.0606,0.02931605,29.32,8,21.32,9
AES,ES,INFRA,2025-09-12,2025-09-12,2025-09-16,-1.7182,-0.4664,0.02932485,29.32,8,21.32,2
SNOW,DDOG,TECH,2026-02-02,2026-02-03,2026-02-19,-2.4595,-0.2223,0.02930345,29.3,8,21.3,12
ZS,SNOW,TECH,2025-08-07,2025-08-07,2025-08-13,-3.1719,-0.28,0.02928565,29.29,8,21.29,4
PWR,SO,INFRA,2025-09-10,2025-09-10,2025-09-16,2.9126,0.1463,0.02927531,29.28,8,21.28,4
BHP,CLF,MINING,2025-08-12,2025-08-12,2025-08-18,1.6012,0.2042,0.0292721,29.27,8,21.27,4
CRWD,CRM,TECH,2025-06-26,2025-06-26,2025-07-01,1.5352,0.2704,0.0292558,29.26,8,21.26,3
JNJ,BMY,PHARMA,2025-09-25,2025-09-30,2025-10-24,3.0891,0.2632,0.0292593,29.26,8,21.26,21
TM,ALV,AUTOS,2025-12-03,2025-12-03,2025-12-09,-2.5004,-0.0395,0.02925942,29.26,8,21.26,4
KTOS,TDG,DEFENSE,2025-11-14,2025-11-14,2025-11-28,-2.2241,-0.4444,0.02925491,29.25,8,21.25,9
CRWD,SNOW,TECH,2025-11-10,2025-11-10,2025-11-19,2.2638,-0.2413,0.02924684,29.25,8,21.25,7
SNOW,NET,TECH,2025-05-22,2025-05-22,2025-06-06,2.6431,0.4752,0.02924654,29.25,8,21.25,10
NVDA,MRVL,SEMIS,2025-05-13,2025-05-14,2025-06-06,2.5612,0.4652,0.0292377,29.24,8,21.24,17
GOLD,BHP,MINING,2025-05-12,2025-05-12,2025-06-02,-2.4116,-0.2993,0.02923016,29.23,8,21.23,14
GOLD,SCCO,MINING,2025-12-16,2025-12-16,2025-12-23,1.6974,0.3908,0.02921839,29.22,8,21.22,5
CRM,WDAY,TECH,2025-09-04,2025-09-04,2025-09-08,-1.696,-0.1706,0.02920098,29.2,8,21.2,2
PSX,MPC,ENERGY,2025-07-10,2025-07-10,2025-07-18,2.0146,-0.0556,0.02916943,29.17,8,21.17,6
DVN,OXY,ENERGY,2026-02-20,2026-02-23,2026-03-18,-2.3552,-0.4887,0.02917294,29.17,8,21.17,18
BMY,GILD,PHARMA,2026-01-07,2026-01-07,2026-01-16,1.9485,-0.1889,0.02916258,29.16,8,21.16,7
NVDA,ADI,SEMIS,2026-02-04,2026-02-04,2026-03-04,-3.0883,-0.3483,0.02915222,29.15,8,21.15,19
FCX,RIO,MINING,2025-08-26,2025-08-26,2025-08-28,1.7441,0.4393,0.02913543,29.14,8,21.14,2
CRWD,ZS,TECH,2025-08-29,2025-09-02,2025-09-04,-2.1648,-0.0497,0.02913056,29.13,8,21.13,3
LLY,AMGN,PHARMA,2026-01-28,2026-01-28,2026-02-04,-1.9961,-0.3402,0.02913442,29.13,8,21.13,5
XOM,PSX,ENERGY,2025-08-28,2025-08-29,2025-09-09,2.2013,-0.4311,0.029104,29.1,8,21.1,7
FTNT,PLTR,TECH,2025-10-03,2025-10-03,2025-10-07,2.2559,0.4752,0.02910406,29.1,8,21.1,2
LHX,BWXT,DEFENSE,2026-03-26,2026-03-27,2026-04-06,-1.8993,-0.2673,0.02906437,29.06,8,21.06,6
OXY,VLO,ENERGY,2025-12-04,2025-12-04,2025-12-09,1.8655,0.1212,0.02906214,29.06,8,21.06,3
INSW,NAT,SHIPPING,2025-12-04,2025-12-04,2025-12-09,-1.9213,-0.3336,0.02906353,29.06,8,21.06,3
BAC,MS,US_BANKS,2025-07-15,2025-07-15,2025-07-18,-1.627,0.1617,0.0290611,29.06,8,21.06,3
COP,MPC,ENERGY,2025-05-12,2025-05-27,2025-06-06,-1.6986,-0.4132,0.02903729,29.04,8,21.04,18
QCOM,ON,SEMIS,2025-06-03,2025-06-04,2025-06-09,-2.623,-0.4623,0.02904035,29.04,8,21.04,4
NEE,ES,INFRA,2025-08-15,2025-08-18,2025-08-27,2.4497,0.4579,0.02904027,29.04,8,21.04,8
CRM,NOW,TECH,2025-10-20,2025-10-21,2025-11-06,2.5987,-0.1518,0.02903029,29.03,8,21.03,13
JNJ,AMGN,PHARMA,2025-10-31,2025-11-05,2025-11-14,-3.3258,-0.4281,0.02899986,29,8,21,10
BWXT,KTOS,DEFENSE,2025-09-15,2025-09-15,2025-09-22,1.9639,0.3375,0.02898953,28.99,8,20.99,5
COP,VLO,ENERGY,2025-11-07,2025-11-07,2025-11-13,-1.7376,-0.3086,0.02897919,28.98,8,20.98,4
LMT,LDOS,DEFENSE,2026-03-25,2026-03-26,2026-03-30,2.6836,0.1702,0.02896725,28.97,8,20.97,3
PSX,VLO,ENERGY,2025-11-17,2025-11-18,2025-11-26,-2.7489,-0.4053,0.02897464,28.97,8,20.97,7
FTNT,DDOG,TECH,2025-10-08,2025-10-10,2025-10-20,-2.2516,-0.4043,0.02896543,28.97,8,20.97,8
DUK,VST,INFRA,2025-10-21,2025-10-22,2025-10-28,1.7097,-0.0225,0.02897392,28.97,8,20.97,5
BHP,AA,MINING,2025-11-25,2025-11-25,2025-12-02,-1.6059,0.0279,0.02896462,28.96,8,20.96,4
BWA,ALV,AUTOS,2025-12-08,2025-12-08,2025-12-10,-1.8381,-0.1046,0.02896431,28.96,8,20.96,2
DDOG,MDB,TECH,2025-05-12,2025-05-14,2025-06-05,1.84,-0.47,0.02894462,28.94,8,20.94,17
MU,AMAT,SEMIS,2025-07-15,2025-07-17,2025-07-30,-1.6552,-0.0849,0.02893327,28.93,8,20.93,11
NET,PLTR,TECH,2025-10-16,2025-10-17,2025-10-23,-1.9574,0.0837,0.02893213,28.93,8,20.93,5
ZS,NOW,TECH,2026-03-24,2026-03-24,2026-04-07,-2.5357,-0.2483,0.02892163,28.92,8,20.92,9
BMY,VRTX,PHARMA,2025-09-26,2025-09-26,2025-10-02,-1.6843,-0.2419,0.02890521,28.91,8,20.91,4
GS,WFC,US_BANKS,2025-12-08,2025-12-09,2025-12-16,2.5721,0.4256,0.02888284,28.88,8,20.88,6
MS,SCHW,US_BANKS,2026-01-09,2026-01-09,2026-01-13,1.7213,0.148,0.02886437,28.86,8,20.86,2
F,STLA,AUTOS,2025-07-29,2025-07-29,2025-07-31,-1.675,0.0517,0.02884739,28.85,8,20.85,2
COP,EOG,ENERGY,2026-02-02,2026-02-03,2026-02-13,2.187,-0.3212,0.02883947,28.84,8,20.84,9
PANW,ORCL,TECH,2026-03-10,2026-03-10,2026-03-23,1.6027,0.3477,0.02884117,28.84,8,20.84,9
RTX,HWM,DEFENSE,2025-09-08,2025-09-09,2025-09-17,-2.5206,-0.4444,0.02883438,28.83,8,20.83,7
FRO,INSW,SHIPPING,2025-09-03,2025-09-03,2025-09-25,2.3376,0.4735,0.02883433,28.83,8,20.83,16
AMD,LRCX,SEMIS,2025-05-14,2025-05-14,2025-05-20,3.3976,0.4655,0.02880963,28.81,8,20.81,4
DVN,OXY,ENERGY,2025-09-15,2025-09-16,2025-09-24,-3.1977,-0.2289,0.02879939,28.8,8,20.8,7
NVO,REGN,PHARMA,2025-08-25,2025-08-25,2025-09-11,1.7322,-0.0702,0.02880018,28.8,8,20.8,12
NOC,LDOS,DEFENSE,2026-01-06,2026-01-06,2026-01-08,1.7875,0.4645,0.02878763,28.79,8,20.79,2
RIO,CLF,MINING,2025-10-22,2025-10-22,2025-11-18,2.7345,-0.1682,0.02879265,28.79,8,20.79,19
FRO,NAT,SHIPPING,2026-01-02,2026-01-05,2026-01-14,-1.9257,-0.2473,0.02877521,28.78,8,20.78,8
TM,BWA,AUTOS,2025-10-10,2025-10-10,2025-10-14,-1.8542,-0.302,0.02876183,28.76,8,20.76,2
MDB,WDAY,TECH,2026-02-09,2026-02-10,2026-02-25,3.087,0.3883,0.02874687,28.75,8,20.75,11
COP,MPC,ENERGY,2025-11-06,2025-11-06,2025-11-11,-1.8413,-0.1339,0.0287395,28.74,8,20.74,3
AMGN,REGN,PHARMA,2025-12-08,2025-12-09,2025-12-22,-2.8331,-0.1915,0.02873039,28.73,8,20.73,10
GS,C,US_BANKS,2025-05-12,2025-05-12,2025-05-14,-1.984,0.3033,0.02871404,28.71,8,20.71,2
SO,ES,INFRA,2025-05-12,2025-05-13,2025-06-02,-2.8646,-0.4711,0.02870285,28.7,8,20.7,14
NOC,LHX,DEFENSE,2025-10-02,2025-10-08,2025-10-16,2.6234,0.2091,0.02868435,28.68,8,20.68,10
SLB,DVN,ENERGY,2025-06-05,2025-06-05,2025-06-11,-1.9509,0.3272,0.02867851,28.68,8,20.68,4
AMD,MU,SEMIS,2025-05-14,2025-05-14,2025-05-16,2.0569,0.3634,0.02867755,28.68,8,20.68,2
DDOG,NOW,TECH,2025-07-07,2025-07-07,2025-08-04,2.2697,-0.1565,0.02867644,28.68,8,20.68,20
AMAT,KLAC,SEMIS,2025-06-12,2025-06-13,2025-06-24,-2.4292,-0.3049,0.02867338,28.67,8,20.67,7
ZS,NET,TECH,2026-02-04,2026-02-05,2026-02-26,-3.1292,-0.3279,0.02866918,28.67,8,20.67,15
JPM,PNC,US_BANKS,2025-10-16,2025-10-16,2025-10-22,1.9939,0.223,0.0286642,28.66,8,20.66,4
ZS,NOW,TECH,2026-01-29,2026-02-05,2026-02-26,-3.2836,-0.472,0.0286547,28.65,8,20.65,19
LMT,GD,DEFENSE,2025-09-23,2025-09-23,2025-09-30,2.3766,0.3521,0.02860357,28.6,8,20.6,5
CRM,ORCL,TECH,2025-10-21,2025-10-21,2025-11-06,3.1624,0.3814,0.02859676,28.6,8,20.6,12
XOM,CVX,ENERGY,2025-06-11,2025-06-13,2025-06-24,2.5151,0.2601,0.02859229,28.59,8,20.59,8
XOM,CVX,ENERGY,2025-09-25,2025-09-26,2025-09-30,2.3722,0.1597,0.02857843,28.58,8,20.58,3
EOG,DVN,ENERGY,2025-11-11,2025-11-14,2025-11-19,2.3243,-0.3149,0.02857822,28.58,8,20.58,6
CRWD,DDOG,TECH,2025-08-29,2025-09-02,2025-09-08,-2.1162,-0.3476,0.02855422,28.55,8,20.55,5
JNJ,ABBV,PHARMA,2025-09-19,2025-09-22,2025-09-25,-2.2301,-0.092,0.02855064,28.55,8,20.55,4
KLAC,ON,SEMIS,2026-01-06,2026-01-06,2026-01-30,2.6774,-0.3684,0.02852577,28.53,8,20.53,17
APTV,ALV,AUTOS,2025-10-20,2025-10-21,2025-10-30,3.1886,-0.4065,0.02852973,28.53,8,20.53,8
TSM,TXN,SEMIS,2025-05-22,2025-05-22,2025-05-30,2.0874,0.4447,0.02852112,28.52,8,20.52,5
HAL,OXY,ENERGY,2025-08-07,2025-08-08,2025-08-22,-2.7415,-0.1837,0.02849371,28.49,8,20.49,11
NOW,WDAY,TECH,2025-06-25,2025-06-25,2025-07-09,2.511,0.4126,0.02847603,28.48,8,20.48,9
NEE,PWR,INFRA,2025-09-08,2025-09-08,2025-09-22,-1.7465,0.1905,0.02848307,28.48,8,20.48,10
AA,CLF,MINING,2025-07-03,2025-07-03,2025-07-11,1.7274,0.1307,0.02843511,28.44,8,20.44,5
INSW,TRMD,SHIPPING,2026-01-15,2026-01-21,2026-02-04,2.1071,0.1609,0.02842481,28.42,8,20.42,13
ON,ADI,SEMIS,2025-10-29,2025-10-30,2025-11-04,1.5302,-0.0738,0.02841706,28.42,8,20.42,4
F,TM,AUTOS,2025-08-21,2025-08-21,2025-08-28,-1.6601,0.1531,0.02842281,28.42,8,20.42,5
QCOM,KLAC,SEMIS,2025-07-10,2025-07-15,2025-07-21,-2.796,-0.4995,0.02836458,28.36,8,20.36,7
CRM,MDB,TECH,2025-07-31,2025-08-07,2025-08-19,-2.5838,-0.3029,0.02836333,28.36,8,20.36,13
QCOM,KLAC,SEMIS,2025-08-04,2025-08-04,2025-08-13,-1.9633,-0.4098,0.02834682,28.35,8,20.35,7
SLB,VLO,ENERGY,2025-08-20,2025-08-20,2025-08-25,-2.1551,0.3276,0.02833864,28.34,8,20.34,3
TSM,ADI,SEMIS,2025-06-24,2025-06-27,2025-07-08,2.228,0.2478,0.0283203,28.32,8,20.32,9
LHX,LDOS,DEFENSE,2025-11-03,2025-11-04,2025-11-10,-2.1693,0.1988,0.02830818,28.31,8,20.31,5
CVX,DVN,ENERGY,2025-06-10,2025-06-17,2025-06-24,2.2549,0.4551,0.02830181,28.3,8,20.3,9
C,PNC,US_BANKS,2026-01-21,2026-01-21,2026-02-06,-2.3531,0.1403,0.02828075,28.28,8,20.28,12
JNJ,PFE,PHARMA,2025-05-13,2025-05-13,2025-05-20,-3.0283,-0.287,0.02828383,28.28,8,20.28,5
DHT,NAT,SHIPPING,2025-10-23,2025-10-27,2025-11-19,2.1218,0.0369,0.02827132,28.27,8,20.27,19
LMT,HII,DEFENSE,2025-12-15,2025-12-15,2025-12-19,1.5062,0.4452,0.02825517,28.26,8,20.26,4
LHX,BWXT,DEFENSE,2025-11-10,2025-11-11,2025-11-18,2.6335,0.493,0.02825961,28.26,8,20.26,6
RTX,KTOS,DEFENSE,2025-10-21,2025-10-22,2025-11-21,3.0275,0.3831,0.02825062,28.25,8,20.25,23
JPM,WFC,US_BANKS,2026-02-27,2026-02-27,2026-03-05,2.6971,0.2301,0.02825421,28.25,8,20.25,4
FANG,OXY,ENERGY,2025-11-11,2025-11-11,2025-11-13,2.3756,-0.3982,0.02823947,28.24,8,20.24,2
EOG,VLO,ENERGY,2025-08-27,2025-08-28,2025-09-04,2.4338,-0.3782,0.0282213,28.22,8,20.22,5
ABBV,BMY,PHARMA,2025-07-11,2025-07-11,2025-07-15,1.9524,-0.2449,0.02822015,28.22,8,20.22,2
BHP,RIO,MINING,2025-11-17,2025-11-24,2025-12-02,-2.3284,-0.3002,0.02820658,28.21,8,20.21,10
PANW,PLTR,TECH,2026-01-07,2026-01-07,2026-01-15,1.9467,0.3984,0.02819647,28.2,8,20.2,6
INTC,KLAC,SEMIS,2025-08-15,2025-08-15,2025-09-05,2.3769,0.279,0.02818271,28.18,8,20.18,14
ABBV,GILD,PHARMA,2025-06-11,2025-06-11,2025-06-17,2.4562,-0.261,0.02818478,28.18,8,20.18,4
JPM,WFC,US_BANKS,2025-12-09,2025-12-09,2025-12-22,-2.7061,-0.2811,0.02817332,28.17,8,20.17,9
XOM,VLO,ENERGY,2026-03-24,2026-03-24,2026-04-01,2.4505,0.1661,0.0281554,28.16,8,20.16,6
EOG,OXY,ENERGY,2025-05-13,2025-05-13,2025-05-20,2.0917,-0.0299,0.02815815,28.16,8,20.16,5
COP,VLO,ENERGY,2025-11-18,2025-11-18,2025-11-21,-1.8014,-0.2379,0.02815039,28.15,8,20.15,3
MU,LRCX,SEMIS,2025-05-16,2025-05-19,2025-05-28,2.3937,0.4834,0.02815243,28.15,8,20.15,7
DDOG,MDB,TECH,2026-03-04,2026-03-04,2026-03-24,2.0982,0.3826,0.02815079,28.15,8,20.15,14
MRK,AMGN,PHARMA,2025-12-22,2025-12-24,2026-01-21,2.3987,0.4197,0.02814624,28.15,8,20.15,19
PSX,DVN,ENERGY,2026-02-06,2026-02-09,2026-02-19,1.9324,-0.1123,0.02811884,28.12,8,20.12,8
HII,LDOS,DEFENSE,2025-05-21,2025-05-21,2025-05-27,-2.1246,-0.1408,0.02811214,28.11,8,20.11,3
LDOS,TDG,DEFENSE,2025-12-11,2025-12-12,2025-12-16,2.2364,0.0468,0.0281064,28.11,8,20.11,3
RIO,CLF,MINING,2025-07-07,2025-07-07,2025-07-11,-2.0685,0.247,0.02810507,28.11,8,20.11,4
MS,SCHW,US_BANKS,2026-02-11,2026-02-11,2026-02-23,1.9854,0.3733,0.02809892,28.1,8,20.1,7
XEL,VST,INFRA,2026-03-18,2026-03-18,2026-03-30,-2.5288,0.3138,0.02808832,28.09,8,20.09,8
SNOW,NET,TECH,2026-02-02,2026-02-03,2026-02-25,-2.7165,-0.3877,0.02807403,28.07,8,20.07,16
NAT,TRMD,SHIPPING,2026-01-07,2026-01-08,2026-01-28,2.7462,0.4067,0.02805502,28.06,8,20.06,14
SWKS,TXN,SEMIS,2026-03-26,2026-03-26,2026-03-30,1.5286,0.0989,0.02804519,28.05,8,20.05,2
SNOW,NOW,TECH,2025-07-07,2025-07-07,2025-07-10,1.5084,0.1003,0.02804945,28.05,8,20.05,3
PSX,DVN,ENERGY,2025-10-23,2025-10-29,2025-11-07,2.5832,0.4639,0.02803302,28.03,8,20.03,11
PSX,MPC,ENERGY,2026-03-18,2026-03-18,2026-03-20,-1.5879,0.4729,0.02802319,28.02,8,20.02,2
NVDA,MRVL,SEMIS,2025-09-03,2025-09-03,2025-09-05,1.8305,-0.1739,0.02800725,28.01,8,20.01,2
MU,LRCX,SEMIS,2025-08-11,2025-08-11,2025-08-21,2.5266,0.3869,0.0280088,28.01,8,20.01,8
FTNT,PLTR,TECH,2025-10-29,2025-10-29,2025-11-04,-2.7619,-0.4158,0.02800185,28,8,20,4
BMY,GILD,PHARMA,2025-12-03,2025-12-04,2025-12-29,2.4377,0.4653,0.02798482,27.98,8,19.98,17
HAL,EOG,ENERGY,2025-07-25,2025-07-25,2025-08-05,1.9154,0.4058,0.02797049,27.97,8,19.97,7
EOG,PSX,ENERGY,2025-09-05,2025-09-09,2025-09-16,-1.9014,-0.0764,0.02797129,27.97,8,19.97,7
OXY,VLO,ENERGY,2026-03-30,2026-03-30,2026-04-06,1.6026,0.2783,0.02795982,27.96,8,19.96,4
XOM,FANG,ENERGY,2025-07-18,2025-07-18,2025-07-29,-1.8199,-0.2648,0.0279536,27.95,8,19.95,7
COP,VLO,ENERGY,2025-07-10,2025-07-10,2025-07-17,-1.9408,-0.4973,0.02795025,27.95,8,19.95,5
RIO,CLF,MINING,2025-10-15,2025-10-16,2025-10-20,1.7468,-0.2647,0.02794987,27.95,8,19.95,3
XOM,VLO,ENERGY,2025-12-10,2025-12-11,2025-12-16,2.1294,-0.1885,0.02793463,27.93,8,19.93,4
MS,USB,US_BANKS,2025-10-29,2025-10-29,2025-11-07,1.5592,-0.3069,0.02792573,27.93,8,19.93,7
TDG,HWM,DEFENSE,2025-12-15,2025-12-16,2025-12-23,-2.5517,-0.303,0.02790926,27.91,8,19.91,6
CVX,DVN,ENERGY,2025-10-31,2025-10-31,2025-11-04,2.0126,-0.1567,0.02790876,27.91,8,19.91,2
