tickerA,tickerB,sector,entryDate,exitDate,entryPriceA,entryPriceB,exitPriceA,exitPriceB,beta,halfLife,kappa,sigma,ouR2,entryZ,exitZ,holdDays,exitReason,zPnlPct,dollarPnlPct,dollarPnlAfterCost,zWin,dollarWin,gap
RHM.DE,ESLT,DEFENSE,2025-11-17,2025-12-09,1723,502.549,1641.5,500.312,0.738295,15.94,0.043489,0.355392,0,-3.1313,-0.041,15,REVERT,8.203,-4.401,-52.01,1,0,12.604
RHM.DE,ESLT,DEFENSE,2025-12-16,2026-01-05,1502,522.3722,1752,628.22,0.738295,15.94,0.043489,0.355392,0,-2.1789,-0.2841,9,REVERT,5.339,1.684,8.84,1,1,3.655
RHM.DE,ESLT,DEFENSE,2026-02-05,2026-02-19,1571,674.2,1743.5,730.31,0.738295,15.94,0.043489,0.355392,0,-2.6222,-0.379,9,REVERT,6.676,4.836,40.36,1,1,1.84
RHM.DE,ESLT,DEFENSE,2026-03-02,2026-03-30,1627.5,829.36,1409.5,816.77,0.738295,15.94,0.043489,0.355392,0,-3.0219,-0.4799,20,REVERT,7.931,-12.274,-130.74,1,0,20.205
HAG.DE,HO.PA,DEFENSE,2025-03-31,2025-04-14,61.3935,241.7835,64.4259,248.5762,0.870802,16.91,0.040986,0.38275,0,-2.0901,-0.4047,10,REVERT,21.449,2.493,16.93,1,1,18.956
HAG.DE,HO.PA,DEFENSE,2025-04-25,2025-05-12,64.2767,230.1668,64.6247,235.286,0.870802,16.91,0.040986,0.38275,0,2.1296,0.2009,10,REVERT,28.35,1.395,5.95,1,1,26.955
HAG.DE,HO.PA,DEFENSE,2025-05-27,2025-06-19,86.1,265.7448,90.7,244.8357,0.870802,16.91,0.040986,0.38275,0,2.0596,0.3759,17,REVERT,34.944,-12.194,-129.94,1,0,47.138
HAG.DE,HO.PA,DEFENSE,2025-07-07,2025-07-22,101.2,247.3249,100.3,242.7448,0.870802,16.91,0.040986,0.38275,0,2.2324,0.4837,11,REVERT,81.077,-0.723,-15.23,1,0,81.8
HAG.DE,HO.PA,DEFENSE,2025-08-01,2025-08-07,91.65,234.4808,94.35,230.1994,0.870802,16.91,0.040986,0.38275,0,-2.1677,-0.0928,4,REVERT,74.574,4.536,37.36,1,1,70.038
HAG.DE,HO.PA,DEFENSE,2025-08-08,2025-08-22,85.25,228.0089,86.55,231.2946,0.870802,16.91,0.040986,0.38275,0,-2.8899,-0.4345,10,REVERT,73.241,0.27,-5.3,1,0,72.971
HAG.DE,HO.PA,DEFENSE,2025-09-02,2025-09-12,92.45,219.247,93.3,249.4158,0.870802,16.91,0.040986,0.38275,0,2.0134,-0.4242,8,REVERT,80.077,11.063,102.63,1,1,69.014
HAG.DE,HO.PA,DEFENSE,2025-10-06,2025-10-10,113.8,261.1648,105.1,256.3855,0.870802,16.91,0.040986,0.38275,0,2.0033,0.4603,4,REVERT,116.324,6.051,52.51,1,1,110.273
HAG.DE,HO.PA,DEFENSE,2025-10-17,2025-11-05,90.85,244.3379,91.95,239.0609,0.870802,16.91,0.040986,0.38275,0,-2.0585,-0.3744,13,REVERT,50.844,3.091,22.91,1,1,47.752
HAG.DE,HO.PA,DEFENSE,2025-11-12,2025-12-09,82.8,239.957,74.05,232.9,0.870802,16.91,0.040986,0.38275,0,-2.9366,-0.1964,19,REVERT,64.827,-8.007,-88.07,1,0,72.833
HAG.DE,HO.PA,DEFENSE,2026-01-05,2026-01-21,82.65,246.1,87.05,261.7,0.870802,16.91,0.040986,0.38275,0,2.675,0.2439,12,REVERT,53.906,0.196,-6.04,1,0,53.709
HAG.DE,HO.PA,DEFENSE,2026-02-02,2026-02-13,79.4,257,80.8,245.2,0.870802,16.91,0.040986,0.38275,0,-2.597,0.1161,9,REVERT,45.652,5.761,49.61,1,1,39.891
HAG.DE,HO.PA,DEFENSE,2026-02-26,2026-03-04,76.65,254.2,78.65,250.7,0.870802,16.91,0.040986,0.38275,0,-2.2329,-0.1195,4,REVERT,36.822,3.808,30.08,1,1,33.014
HAG.DE,HO.PA,DEFENSE,2026-03-26,2026-04-01,69.5,241.6,82.7,266.5,0.870802,16.91,0.040986,0.38275,0,-2.0431,0.445,4,REVERT,25.062,10.018,92.18,1,1,15.044
HAG.DE,BA.L,DEFENSE,2025-04-07,2025-04-14,56.0744,1497.2148,64.4259,1692.6776,0.248401,20.88,0.033192,0.402675,0,-2.0176,-0.2142,5,REVERT,8.032,11.651,108.51,1,1,-3.619
HAG.DE,BA.L,DEFENSE,2025-05-02,2025-05-12,70.7392,1778.8716,64.6247,1665.3798,0.248401,20.88,0.033192,0.402675,0,2.4279,-0.1165,5,REVERT,9.482,7.059,62.59,1,1,2.423
HAG.DE,BA.L,DEFENSE,2025-05-27,2025-06-16,86.1,1899.8629,93.15,1927.8608,0.248401,20.88,0.033192,0.402675,0,2.1995,0.3409,14,REVERT,7.092,-7.822,-86.22,1,0,14.914
HAG.DE,BA.L,DEFENSE,2025-07-07,2025-07-22,101.2,1874.3647,100.3,1859.3657,0.248401,20.88,0.033192,0.402675,0,2.1676,0.261,11,REVERT,6.838,0.691,-1.09,1,0,6.147
HAG.DE,BA.L,DEFENSE,2025-08-08,2025-08-22,85.25,1737.3746,86.55,1763.8727,0.248401,20.88,0.033192,0.402675,0,-2.4528,-0.4693,10,REVERT,7.532,1.146,3.46,1,1,6.386
HAG.DE,BA.L,DEFENSE,2025-09-24,2025-10-10,104.8,1993.3561,105.1,1982.3569,0.248401,20.88,0.033192,0.402675,0,3.1652,0.3277,12,REVERT,10.104,-0.423,-12.23,1,0,10.527
HAG.DE,BA.L,DEFENSE,2025-11-12,2025-12-09,82.8,1792,74.05,1726.5,0.248401,20.88,0.033192,0.402675,0,-2.4331,-0.0394,19,REVERT,9.221,-9.66,-104.6,1,0,18.881
HAG.DE,BA.L,DEFENSE,2026-01-05,2026-01-21,82.65,1851,87.05,2062,0.248401,20.88,0.033192,0.402675,0,2.9509,0.4269,12,REVERT,9.761,-2.492,-32.92,1,0,12.253
HAG.DE,BA.L,DEFENSE,2026-02-02,2026-02-18,79.4,1922,82.4,2110,0.248401,20.88,0.033192,0.402675,0,-2.2816,-0.323,12,REVERT,7.724,1.349,5.49,1,1,6.376
HAG.DE,BA.L,DEFENSE,2026-02-26,2026-03-12,76.65,2118,78.6,2298,0.248401,20.88,0.033192,0.402675,0,-2.428,-0.3748,10,REVERT,8.295,0.433,-3.67,1,0,7.862
HAG.DE,BA.L,DEFENSE,2026-03-26,2026-03-31,69.5,2093,75.6,2200,0.248401,20.88,0.033192,0.402675,0,-2.0701,0.0046,3,REVERT,8.683,7.507,67.07,1,1,1.176
HAG.DE,LDO.MI,DEFENSE,2025-04-30,2025-05-12,67.8062,45.2937,64.6247,44.8388,0.426338,17.32,0.040023,0.36839,0,2.1089,-0.4406,7,REVERT,5.282,4.264,34.64,1,1,1.018
HAG.DE,LDO.MI,DEFENSE,2025-05-27,2025-06-17,86.1,53.6997,91.95,47.7067,0.426338,17.32,0.040023,0.36839,0,2.1044,0.4601,15,REVERT,4.892,-11.552,-123.52,1,0,16.444
HAG.DE,LDO.MI,DEFENSE,2025-07-07,2025-07-21,101.2,46.62,102,48.7,0.426338,17.32,0.040023,0.36839,0,2.4098,0.3097,10,REVERT,5.782,1.112,3.12,1,1,4.671
HAG.DE,LDO.MI,DEFENSE,2025-07-28,2025-08-26,91.4,46.19,87.75,48.54,0.426338,17.32,0.040023,0.36839,0,-2.0006,-0.4752,20,REVERT,4.343,-6.163,-69.63,1,0,10.505
HAG.DE,LDO.MI,DEFENSE,2025-09-24,2025-10-10,104.8,52.9,105.1,52.9,0.426338,17.32,0.040023,0.36839,0,2.8502,0.3591,12,REVERT,6.903,-0.286,-10.86,1,0,7.189
HAG.DE,LDO.MI,DEFENSE,2025-11-12,2025-12-09,82.8,50.18,74.05,49.46,0.426338,17.32,0.040023,0.36839,0,-2.4374,-0.2008,19,REVERT,6.678,-9.956,-107.56,1,0,16.634
HAG.DE,LDO.MI,DEFENSE,2026-01-05,2026-01-21,82.65,54.42,87.05,58.68,0.426338,17.32,0.040023,0.36839,0,2.8571,0.3489,12,REVERT,7.59,-1.986,-27.86,1,0,9.576
HAG.DE,LDO.MI,DEFENSE,2026-02-02,2026-02-13,79.4,55.96,80.8,54.08,0.426338,17.32,0.040023,0.36839,0,-2.3661,-0.3813,9,REVERT,6.123,3.196,23.96,1,1,2.928
HAG.DE,LDO.MI,DEFENSE,2026-02-26,2026-03-16,76.65,56.38,82.3,63.8,0.426338,17.32,0.040023,0.36839,0,-2.2483,0.3344,12,REVERT,5.991,1.76,9.6,1,1,4.231
HAG.DE,LDO.MI,DEFENSE,2026-03-26,2026-03-31,69.5,58.58,75.6,58.04,0.426338,17.32,0.040023,0.36839,0,-2.3691,0.3489,3,REVERT,6.612,9.17,83.7,1,1,-2.558
HAG.DE,AIR.PA,DEFENSE,2025-04-16,2025-04-23,66.6629,137.4112,62.3877,138.84,0.800376,8.78,0.078958,0.442331,0,2.0127,0.4763,3,REVERT,41.528,7.245,64.45,1,1,34.283
HAG.DE,AIR.PA,DEFENSE,2025-05-12,2025-05-15,64.6247,158.58,71.634,159.22,0.800376,8.78,0.078958,0.442331,0,-2.6213,0.2177,3,REVERT,148.258,10.523,97.23,1,1,137.735
HAG.DE,AIR.PA,DEFENSE,2025-05-22,2025-06-10,79.8364,161.26,90.7,163.92,0.800376,8.78,0.078958,0.442331,0,2.0908,0.4472,13,REVERT,36.979,-12.287,-130.87,1,0,49.266
HAG.DE,AIR.PA,DEFENSE,2025-07-28,2025-07-31,91.4,177.64,96.1,176.04,0.800376,8.78,0.078958,0.442331,0,-2.2333,-0.4472,3,REVERT,33.895,5.863,50.63,1,1,28.032
HAG.DE,AIR.PA,DEFENSE,2025-08-08,2025-08-25,85.25,176.22,87.25,180.54,0.800376,8.78,0.078958,0.442331,0,-2.846,-0.3267,11,REVERT,57.681,0.384,-4.16,1,0,57.297
HAG.DE,AIR.PA,DEFENSE,2025-09-24,2025-10-10,104.8,193.82,105.1,202,0.800376,8.78,0.078958,0.442331,0,3.403,0.0299,12,REVERT,54.182,3.092,22.92,1,1,51.09
HAG.DE,AIR.PA,DEFENSE,2025-10-17,2025-11-25,90.85,200.4,68.9,201.75,0.800376,8.78,0.078958,0.442331,0,-2.2315,-2.2778,27,TIMEOUT,-1.217,-24.7,-255,0,0,23.483
HAG.DE,AIR.PA,DEFENSE,2025-11-26,2025-12-09,68.9,204.85,74.05,195.44,0.800376,8.78,0.078958,0.442331,0,-2.1183,0.3744,9,REVERT,450.094,11.151,103.51,1,1,438.943
HAG.DE,AIR.PA,DEFENSE,2026-01-05,2026-01-22,82.65,208,83.6,206.75,0.800376,8.78,0.078958,0.442331,0,2.536,0.14,13,REVERT,117.838,-1.63,-24.3,1,0,119.468
HAG.DE,AIR.PA,DEFENSE,2026-02-05,2026-02-09,76.35,189.52,81.35,193.14,0.800376,8.78,0.078958,0.442331,0,-2.1266,-0.3908,2,REVERT,88.348,5.02,42.2,1,1,83.328
HAG.DE,AIR.PA,DEFENSE,2026-03-16,2026-03-20,82.3,169.96,74.55,160.92,0.800376,8.78,0.078958,0.442331,0,2.4343,0.4742,4,REVERT,45.815,5.16,43.6,1,1,40.656
HAG.DE,ESLT,DEFENSE,2025-04-04,2025-04-14,57.4166,368.0356,64.4259,405.9578,0.144393,14.03,0.049399,0.407833,0,-2.0398,-0.0905,6,REVERT,4.983,10.72,99.2,1,1,-5.737
HAG.DE,ESLT,DEFENSE,2025-05-02,2025-05-12,70.7392,404.998,64.6247,378.9269,0.144393,14.03,0.049399,0.407833,0,2.3185,-0.2166,6,REVERT,5.065,7.714,69.14,1,1,-2.649
HAG.DE,ESLT,DEFENSE,2025-05-21,2025-06-10,78.5439,394.2828,90.7,413.9407,0.144393,14.03,0.049399,0.407833,0,2.0299,0.4807,13,REVERT,3.617,-14.757,-155.57,1,0,18.374
HAG.DE,ESLT,DEFENSE,2025-07-08,2025-07-22,103.8,440.4736,100.3,435.7768,0.144393,14.03,0.049399,0.407833,0,2.1452,0.2588,10,REVERT,4.097,3.218,24.18,1,1,0.879
HAG.DE,ESLT,DEFENSE,2025-08-08,2025-08-22,85.25,448.1819,86.55,449.588,0.144393,14.03,0.049399,0.407833,0,-2.3057,-0.4228,10,REVERT,4.318,1.48,6.8,1,1,2.838
HAG.DE,ESLT,DEFENSE,2025-09-24,2025-10-10,104.8,489.127,105.1,500.9438,0.144393,14.03,0.049399,0.407833,0,2.9321,0.288,12,REVERT,5.751,0.063,-7.37,1,0,5.688
HAG.DE,ESLT,DEFENSE,2025-10-17,2025-12-09,90.85,479.3505,74.05,500.312,0.144393,14.03,0.049399,0.407833,0,-2.0321,-0.1952,36,REVERT,4.15,-19.123,-199.23,1,0,23.273
HAG.DE,ESLT,DEFENSE,2026-01-05,2026-01-22,82.65,628.22,83.6,708.85,0.144393,14.03,0.049399,0.407833,0,3.0632,0.068,12,REVERT,7.026,0.704,-0.96,1,0,6.322
HAG.DE,ESLT,DEFENSE,2026-02-04,2026-02-13,77.55,679.99,80.8,676.43,0.144393,14.03,0.049399,0.407833,0,-2.1298,-0.4925,7,REVERT,3.926,4.266,34.66,1,1,-0.341
HAG.DE,ESLT,DEFENSE,2026-02-26,2026-03-12,76.65,765.29,78.6,865.83,0.144393,14.03,0.049399,0.407833,0,-2.0001,-0.2549,10,REVERT,4.22,0.647,-1.53,1,0,3.572
HAG.DE,ESLT,DEFENSE,2026-03-26,2026-03-31,69.5,890.22,75.6,849.09,0.144393,14.03,0.049399,0.407833,0,-2.1415,0.1001,3,REVERT,5.117,9.444,86.44,1,1,-4.327
HO.PA,BA.L,DEFENSE,2025-04-24,2025-05-07,237.5503,1683.8784,244.8353,1728.8752,0.760012,31.12,0.022276,0.195314,0,-2.293,-0.434,7,REVERT,61.695,1.036,2.36,1,1,60.659
HO.PA,BA.L,DEFENSE,2025-05-28,2025-06-05,271.221,1910.8621,271.4202,1981.8569,0.760012,31.12,0.022276,0.195314,0,2.0093,-0.1623,6,REVERT,77.349,2.75,19.5,1,1,74.599
HO.PA,BA.L,DEFENSE,2025-06-10,2025-06-26,248.6193,1871.8649,248.5197,1887.3638,0.760012,31.12,0.022276,0.195314,0,-2.4459,-0.4317,12,REVERT,55.766,-0.669,-14.69,1,0,56.435
HO.PA,BA.L,DEFENSE,2025-07-28,2025-07-30,228.7059,1804.8698,234.0825,1784.8712,0.760012,31.12,0.022276,0.195314,0,-2.1739,-0.1419,2,REVERT,44.475,3.193,23.93,1,1,41.282
HO.PA,BA.L,DEFENSE,2025-08-26,2025-09-10,224.2253,1771.3721,234.0825,1831.8678,0.760012,31.12,0.022276,0.195314,0,-2.4659,0.0433,11,REVERT,51.941,1.801,10.01,1,1,50.141
HO.PA,BA.L,DEFENSE,2025-10-20,2025-10-27,253.3985,1861.8656,250.5111,1863.5,0.760012,31.12,0.022276,0.195314,0,2.2773,0.3791,5,REVERT,59.034,1.206,4.06,1,1,57.828
HO.PA,BA.L,DEFENSE,2026-01-07,2026-01-09,268.5,1926,266,2053,0.760012,31.12,0.022276,0.195314,0,4.0808,0.1056,2,REVERT,149.227,5.943,51.43,1,1,143.284
HO.PA,BA.L,DEFENSE,2026-01-15,2026-01-20,255.1,2041,264.3,2066,0.760012,31.12,0.022276,0.195314,0,-2.0341,-0.271,3,REVERT,41.019,2.675,18.75,1,1,38.343
HO.PA,BA.L,DEFENSE,2026-02-13,2026-03-23,245.2,1968,239.1,2140,0.760012,31.12,0.022276,0.195314,0,-2.2566,-0.3989,26,REVERT,41.26,-9.13,-99.3,1,0,50.39
HO.PA,LDO.MI,DEFENSE,2025-04-07,2025-04-08,224.2601,38.6084,236.4674,41.4863,0.138422,23.28,0.029779,0.229062,0,-2.2601,-0.3515,1,REVERT,2.3,4.412,36.12,1,1,-2.112
HO.PA,LDO.MI,DEFENSE,2025-04-15,2025-04-30,255.6644,45.986,241.0943,45.2937,0.138422,23.28,0.029779,0.229062,0,2.1857,-0.208,9,REVERT,2.332,5.491,46.91,1,1,-3.158
HO.PA,LDO.MI,DEFENSE,2025-05-27,2025-06-06,265.7448,53.6997,260.3682,52.0383,0.138422,23.28,0.029779,0.229062,0,2.0517,0.3435,8,REVERT,2.008,1.595,7.95,1,1,0.413
HO.PA,LDO.MI,DEFENSE,2025-07-23,2025-08-14,236.9699,48.65,236.4721,47.8,0.138422,23.28,0.029779,0.229062,0,-2.2431,0.044,16,REVERT,2.637,0.032,-7.68,1,0,2.606
HO.PA,LDO.MI,DEFENSE,2025-08-26,2025-09-09,224.2253,48.54,227.2123,47.26,0.138422,23.28,0.029779,0.229062,0,-2.7271,0.0692,10,REVERT,3.223,1.697,8.97,1,1,1.526
HO.PA,LDO.MI,DEFENSE,2025-09-11,2025-10-07,242.6453,49.79,259.1734,54.88,0.138422,23.28,0.029779,0.229062,0,2.2171,0.3323,18,REVERT,2.251,-5.397,-61.97,1,0,7.648
HO.PA,LDO.MI,DEFENSE,2025-11-05,2025-12-09,239.0609,50.5,232.9,49.46,0.138422,23.28,0.029779,0.229062,0,-2.2512,0.3344,24,REVERT,2.297,-2.292,-30.92,1,0,4.589
HO.PA,LDO.MI,DEFENSE,2026-01-05,2026-01-22,246.1,54.42,251.4,56.86,0.138422,23.28,0.029779,0.229062,0,3.0741,0.0056,13,REVERT,3.663,-1.533,-23.33,1,0,5.196
HO.PA,LDO.MI,DEFENSE,2026-02-11,2026-02-23,245.9,53.6,253.5,57.98,0.138422,23.28,0.029779,0.229062,0,-2.1805,-0.4794,8,REVERT,2.03,1.96,11.6,1,1,0.071
HO.PA,LDO.MI,DEFENSE,2026-03-05,2026-03-12,236.4,56.7,254.9,63.88,0.138422,23.28,0.029779,0.229062,0,-2.8482,0.0393,5,REVERT,3.385,6.073,52.73,1,1,-2.688
HO.PA,AIR.PA,DEFENSE,2025-04-14,2025-04-24,248.5762,136.1984,237.5503,137.26,0.223648,22.2,0.031223,0.242776,0,2.5381,-0.3225,6,REVERT,3.07,4.61,38.1,1,1,-1.54
HO.PA,AIR.PA,DEFENSE,2025-05-27,2025-06-06,265.7448,162.2,260.3682,165.34,0.223648,22.2,0.031223,0.242776,0,2.0778,0.2844,8,REVERT,2.47,2.456,16.56,1,1,0.013
HO.PA,AIR.PA,DEFENSE,2025-06-24,2025-07-07,236.7708,170.6,247.3249,177.28,0.223648,22.2,0.031223,0.242776,0,-2.065,-0.17,9,REVERT,2.686,3.582,27.82,1,1,-0.896
HO.PA,AIR.PA,DEFENSE,2025-07-23,2025-08-06,236.9699,183.38,237.4678,177.9,0.223648,22.2,0.031223,0.242776,0,-2.3246,-0.494,10,REVERT,2.604,0.878,0.78,1,1,1.726
HO.PA,AIR.PA,DEFENSE,2025-08-26,2025-09-09,224.2253,179.88,227.2123,187.54,0.223648,22.2,0.031223,0.242776,0,-2.1154,-0.328,10,REVERT,2.573,0.38,-4.2,1,0,2.193
HO.PA,AIR.PA,DEFENSE,2025-09-11,2025-10-07,242.6453,194,259.1734,202.45,0.223648,22.2,0.031223,0.242776,0,2.0089,0.3037,18,REVERT,2.419,-5.838,-66.38,1,0,8.257
HO.PA,AIR.PA,DEFENSE,2025-11-05,2025-12-08,239.0609,212.35,227,198.08,0.223648,22.2,0.031223,0.242776,0,-2.1232,-0.3028,23,REVERT,2.604,-3.542,-43.42,1,0,6.146
HO.PA,AIR.PA,DEFENSE,2026-01-05,2026-01-22,246.1,208,251.4,206.75,0.223648,22.2,0.031223,0.242776,0,3.3511,0.1188,13,REVERT,4.588,-2.288,-30.88,1,0,6.876
HO.PA,AIR.PA,DEFENSE,2026-02-19,2026-02-23,263.3,187.1,253.5,183.14,0.223648,22.2,0.031223,0.242776,0,2.1997,0.3606,2,REVERT,2.556,3.249,24.49,1,1,-0.692
HO.PA,AIR.PA,DEFENSE,2026-03-05,2026-03-09,236.4,175.88,247.5,175.42,0.223648,22.2,0.031223,0.242776,0,-2.0645,-0.1318,2,REVERT,2.745,4.754,39.54,1,1,-2.009
LDO.MI,ESLT,DEFENSE,2025-04-04,2025-04-16,39.9336,368.0356,44.819,402.7462,0.607643,14.61,0.047453,0.309767,0,-2.933,0.0864,8,REVERT,185.583,6.503,57.03,1,1,179.08
LDO.MI,ESLT,DEFENSE,2025-05-16,2025-06-04,48.3792,393.5061,52.5526,427.9521,0.607643,14.61,0.047453,0.309767,0,2.1999,0.1707,12,REVERT,51.753,-3.307,-41.07,1,0,55.06
LDO.MI,ESLT,DEFENSE,2025-06-13,2025-06-26,48.0726,453.0075,48.19,430.5215,0.607643,14.61,0.047453,0.309767,0,-2.1057,-0.4956,8,REVERT,65.199,3.26,24.6,1,1,61.939
LDO.MI,ESLT,DEFENSE,2025-07-18,2025-07-24,49.12,431.7581,47.57,449.0296,0.607643,14.61,0.047453,0.309767,0,2.5618,-0.2104,4,REVERT,71.892,5.586,47.86,1,1,66.306
LDO.MI,ESLT,DEFENSE,2025-09-15,2025-10-10,52.36,502.0109,52.9,500.9438,0.607643,14.61,0.047453,0.309767,0,2.0751,0.0088,19,REVERT,72.938,-1.16,-19.6,1,0,74.098
LDO.MI,ESLT,DEFENSE,2025-10-17,2025-10-23,48.1,479.3505,51.34,487.4994,0.607643,14.61,0.047453,0.309767,0,-2.0933,-0.4129,4,REVERT,86.784,5.703,49.03,1,1,81.081
LDO.MI,ESLT,DEFENSE,2025-11-18,2025-12-08,50.16,503.3679,48.19,484.5834,0.607643,14.61,0.047453,0.309767,0,-2.595,-0.2162,13,REVERT,111.714,-1.66,-24.6,1,0,113.374
LDO.MI,ESLT,DEFENSE,2025-12-16,2026-01-02,46.27,522.3722,51.22,591.96,0.607643,14.61,0.047453,0.309767,0,-2.4183,-0.4675,8,REVERT,390.588,2.603,18.03,1,1,387.985
LDO.MI,ESLT,DEFENSE,2026-03-02,2026-03-09,58.22,829.36,62.48,902.58,0.607643,14.61,0.047453,0.309767,0,-2.1011,-0.3321,5,REVERT,573.834,1.952,11.52,1,1,571.882
AIR.PA,ESLT,DEFENSE,2025-03-13,2025-03-17,158.6537,358.5302,167.4754,367.1507,0.270962,33.67,0.020585,0.240597,0,-2.01,-0.3172,2,REVERT,3.641,4.909,41.09,1,1,-1.268
AIR.PA,ESLT,DEFENSE,2025-04-03,2025-04-23,154.546,387.9313,138.84,374.4357,0.270962,33.67,0.020585,0.240597,0,-2.4611,-0.491,12,REVERT,4.296,-9.22,-100.2,1,0,13.516
AIR.PA,ESLT,DEFENSE,2025-06-13,2025-06-23,161.58,453.0075,167,437.7313,0.270962,33.67,0.020585,0.240597,0,-2.7136,0.4557,5,REVERT,4.92,4.268,34.68,1,1,0.652
AIR.PA,ESLT,DEFENSE,2025-06-26,2025-07-24,176.1,430.5215,182.6,449.0296,0.270962,33.67,0.020585,0.240597,0,2.4273,0.4099,19,REVERT,4.272,-2.526,-33.26,1,0,6.798
AIR.PA,ESLT,DEFENSE,2025-08-01,2025-08-08,169.1,463.7083,176.22,448.1819,0.270962,33.67,0.020585,0.240597,0,-2.9387,-0.4923,5,REVERT,5.271,5.118,43.18,1,1,0.153
AIR.PA,ESLT,DEFENSE,2025-09-11,2025-11-07,194,504.0352,208.05,467.9359,0.270962,33.67,0.020585,0.240597,0,2.0676,0.4907,41,REVERT,3.288,-9.183,-99.83,1,0,12.471
AIR.PA,ESLT,DEFENSE,2025-11-18,2026-01-02,204.15,503.3679,203.7,591.96,0.270962,33.67,0.020585,0.240597,0,-2.3867,0.4507,29,REVERT,3.98,-4.989,-57.89,1,0,8.97
AIR.PA,ESLT,DEFENSE,2026-01-13,2026-01-15,220.2,699.5,214.85,720.43,0.270962,33.67,0.020585,0.240597,0,2.0436,0.3778,2,REVERT,3.438,3.24,24.4,1,1,0.197
AIR.PA,ESLT,DEFENSE,2026-01-27,2026-02-13,199.4,729.88,192.42,676.43,0.270962,33.67,0.020585,0.240597,0,-2.4125,-0.4503,13,REVERT,4.177,-1.516,-23.16,1,0,5.693
AIR.PA,ESLT,DEFENSE,2026-02-23,2026-04-01,183.14,745.58,167.9,896.53,0.270962,33.67,0.020585,0.240597,0,-2.4782,-0.1388,27,REVERT,5.112,-13.807,-146.07,1,0,18.92
MTX.DE,ESLT,DEFENSE,2025-04-04,2025-04-23,284.5695,368.0356,277.8154,374.4357,0.776964,35.22,0.019679,0.278128,0,-2.8041,-0.3767,11,REVERT,20.214,-3.725,-45.25,1,0,23.938
MTX.DE,ESLT,DEFENSE,2025-05-12,2025-05-30,327.9,378.9269,350.5,407.9059,0.776964,35.22,0.019679,0.278128,0,2.1462,0.4819,13,REVERT,12.46,-0.95,-17.5,1,0,13.411
MTX.DE,ESLT,DEFENSE,2025-06-12,2025-06-18,345.1,429.6849,366.1,436.4467,0.776964,35.22,0.019679,0.278128,0,-2.0879,0.0462,4,REVERT,15.913,4.863,40.63,1,1,11.05
MTX.DE,ESLT,DEFENSE,2025-07-17,2025-07-23,388.9,428.7864,380.2,444.7217,0.776964,35.22,0.019679,0.278128,0,2.4278,-0.1459,4,REVERT,16.068,5.125,43.25,1,1,10.943
MTX.DE,ESLT,DEFENSE,2025-07-24,2025-08-07,365.6,449.0296,381.7,469.1032,0.776964,35.22,0.019679,0.278128,0,-2.0912,-0.3851,10,REVERT,13.027,0.93,1.3,1,1,12.097
MTX.DE,ESLT,DEFENSE,2025-09-05,2025-09-24,361.8,480.6907,363.9,489.127,0.776964,35.22,0.019679,0.278128,0,-2.233,-0.1587,13,REVERT,16.757,-0.783,-15.83,1,0,17.54
MTX.DE,ESLT,DEFENSE,2025-10-01,2025-10-14,395.1,503.6662,385.6,515.5913,0.776964,35.22,0.019679,0.278128,0,2.2639,0.1389,9,REVERT,16.391,4.244,34.44,1,1,12.147
MTX.DE,ESLT,DEFENSE,2025-11-17,2025-11-28,356.7,502.549,352.3,469.1543,0.776964,35.22,0.019679,0.278128,0,-2.995,-0.4278,8,REVERT,21.707,3.929,31.29,1,1,17.777
MTX.DE,ESLT,DEFENSE,2025-12-11,2026-02-02,349.3,509.8791,376.7,697.57,0.776964,35.22,0.019679,0.278128,0,-2.2107,-0.2943,31,REVERT,16.72,-20.756,-215.56,1,0,37.477
MTX.DE,ESLT,DEFENSE,2026-02-09,2026-02-19,386.2,670.81,398.6,730.31,0.776964,35.22,0.019679,0.278128,0,2.1277,0.265,7,REVERT,18.288,3.681,28.81,1,1,14.607
MTX.DE,ESLT,DEFENSE,2026-02-24,2026-03-30,371.1,761.52,298.4,816.77,0.776964,35.22,0.019679,0.278128,0,-2.3633,-0.4624,24,REVERT,22.058,-25.227,-260.27,1,0,47.286
XOM,CVX,ENERGY,2025-03-19,2025-04-03,111.5763,156.9854,108.6953,149.3969,0.309874,17.83,0.038885,0.154356,0,2.0075,-0.203,11,REVERT,1.999,1.084,2.84,1,1,0.915
XOM,CVX,ENERGY,2025-04-04,2025-04-17,100.874,137.1098,103.3683,131.9328,0.309874,17.83,0.038885,0.154356,0,-2.2081,-0.0443,9,REVERT,2.442,3.643,28.43,1,1,-1.2
XOM,CVX,ENERGY,2025-06-13,2025-06-24,109.394,141.3273,105.7058,139.0414,0.309874,17.83,0.038885,0.154356,0,2.3461,0.3039,6,REVERT,2.253,2.87,20.7,1,1,-0.617
XOM,CVX,ENERGY,2025-07-18,2025-07-29,105.1497,145.3275,110.1355,152.098,0.309874,17.83,0.038885,0.154356,0,-2.3891,0.0889,7,REVERT,2.577,3.298,24.98,1,1,-0.721
XOM,CVX,ENERGY,2025-09-26,2025-09-30,115.4342,156.8566,111.0323,152.087,0.309874,17.83,0.038885,0.154356,0,2.3954,0.1279,2,REVERT,2.485,2.871,20.71,1,1,-0.387
